link,category,name,image,description,availability,mpn,sku,brand,price,condition,seller,full description
https://www.serversupply.com/HARD DRIVES/Ultra320-68Pin/146GB-10000RPM/SEAGATE/ST3146807LW_47604.htm,Home/HARD DRIVES/Ultra320-68Pin/146GB-10000RPM/ST3146807LW, Seagate Cheetah ST3146807LW 146GB 10K RPM Ultra320 SCSI 3.5&quot; HDD,http://www.serversuply.com//images/item/47604.jpg,SEAGATE ST3146807LW CHEETAH 146.8GB 10000 RPM ULTRA320-68PIN SCSI  8MB BUFFER 3.5 INCH LOW PROFILE(1.0 INCH) HARD DISK DRIVE.  ,IN STOCK,ST3146807LW,47604,SEAGATE,175,Refurbished,Sever Supply,"Detail overview

 Seagate : Hard Disk Drive

 Form Factor : Desktop Computer
 Formatted Capacity : 146.8 Gbytes
 Interface : Scsi Ultra320-68pin
 Enclosure : Internal
 Spindle Speed : 10000 Rpm
 Buffer Size : 8 Mb
 Drive Dimensions : 3.5 Inch X 1/3 H (low Profile)

 Internal Data Transfer Rate : 841 Mbit/s
 Internal Data Transfer Rate : 320 Mbps

 Average Latency : 2.9 Ms
 Seek Time : 4.7 Ms
 Platform : Pc
 Mtbf (hours) : 1200000
 
condition : Refurbished.
 Availability : In Stock.
 Our Warranty : 30 Days. "
https://www.serversupply.com/HARD DRIVES/Ultra320-68Pin/146GB-10000RPM/SEAGATE/ST3146707LW_65330.htm,Home/HARD DRIVES/Ultra320-68Pin/146GB-10000RPM/ST3146707LW, Seagate Cheetah ST3146707LW 146GB 10K RPM Ultra320 SCSI 3.5&quot; HDD,http://www.serversuply.com//images/item/65330.jpg,SEAGATE ST3146707LW CHEETAH 146GB 10000 RPM ULTRA320-68PIN SCSI 8MB BUFFER 3.5 INCH LOW PROFILE (1.0 INCH) HARD DISK DRIVE. ,IN STOCK,ST3146707LW,65330,SEAGATE,175,Refurbished,Sever Supply,"Detail overview
General Information
manufacturer: seagate Technology
manufacturer Part Number: st3146707lw
manufacturer Website Address: www.seagate.com
product Line: cheetah
product Name: cheetah 10k Ultra320-68pin Scsi 146gb Hard Drive

Technical Information
storage Capacity: 146gb
rotational Speed: 10000 Rpm
buffer: 8 Mbytes
data Transfer Rate: 320mbytes/sec External Maximum Ultra320 Scsi
data Transfer Rate: 472mbits/sec To 944mbits/sec Internal

seek Time: 4.9 Ms Average Read Typical
seek Time: 5.4 Ms Average Write Typical
latency: 3.0 Ms Average

interfaces/ports: 1 X Ultra320-68pin Scsi

mtbf: 1400000 Hour(s)

Physical Characteristics
form Factor: 3.5 Inch Internal
dimensions: 1 Inch Height X 4 Inch Width X 5.75 Inch Depth

Condition : Refurbished.
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-3GBPS/73GB-10000RPM/SEAGATE/ST973402SS_193981.htm,Home/HARD DRIVES/SAS-3GBPS/73GB-10000RPM/ST973402SS, Seagate ST973402SS Savvio 10K RPM 73GB SAS-3Gb/s 2.5&quot; HDD ,http://www.serversuply.com//images/item/193981.jpg,SEAGATE ST973402SS SAVVIO 73GB 10000 RPM SAS-3GBPS 16 MB BUFFER 2.5INCH FORM FACTOR LOW PROFILE INTERNAL HARD DISK DRIVE. ,IN STOCK,ST973402SS,193981,SEAGATE,50,Refurbished,Sever Supply,"Detail overview
General Information
manufacturer: seagate Technology
manufacturer Part Number: st973402ss
manufacturer Website Address: www.seagate.com
product Line: savvio
product Name: savvio 10k.2 Sas 3gb/s 73-gb Hard Drive

Technical Information
storage Capacity: 73gb
rotational Speed: 10000 Rpm
buffer: 16mbytes

data Transfer Rate: 300mbps External Maximum Sas

latency: 3.0 Ms Average

interfaces/ports: 1 X Sas 300 Serial Attached Scsi

Physical Characteristics
form Factor: 2.5 Inch Internal
dimensions: 0.583inch Height X 2.76inch Width X 3.945inch Depth
weight: 0.5 Lb

Condition : Refurbished.
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-3GBPS/73GB-10000RPM/MAXTOR/8J073S0_180406.htm,Home/HARD DRIVES/SAS-3GBPS/73GB-10000RPM/8J073S0, Maxtor 8J073S0 73GB 10k SAS 3G 16MB Buffer 3.5 Inch Internal HDD-Oem,http://www.serversuply.com//images/item/180406.jpg,MAXTOR 8J073S0 73GB 10000RPM 16MB BUFFER SAS 3GBPS 3.5INCH (ROHS COMPLIANT/LEAD FREE) HARD DISK DRIVE. DELL OEM (REFURBISHED). ,IN STOCK,8J073S0,180406,MAXTOR,20,Refurbished,Sever Supply,"Detail overview
Key Features :
Designation : Desktop Computer
Capacity : 73.5 Gb
Enclosure : Internal
Hdd Form Factor : 3.5 X 1/3h (low Profile)
Spindle Speed : 10000 Rpm

Technical Features :
Special Features : S.m.a.r.t Technology
External Data Transfer Rate : 600 Mbps
Seek Time : 4 Ms
Buffer Size : 16 Mb
Average Latency : 3 Ms
Interface (detailed) : Sas 3gbps
Mtbf : 1400000 Hours
Sound Emission : 36 Db

Other Features :
Platform : Pc

Dimensions :
Height : 1.03 In.
Width : 4 In.
Depth : 5.79 In.
Weight : 1.8 Lb.


Condition : Dell Oem (refurbished).
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-3GBPS/73GB-10000RPM/IBM/39R7391_129794.htm,Home/HARD DRIVES/SAS-3GBPS/73GB-10000RPM/39R7391, IBM 39R7391 73GB 10k 2.5 Inch SAS 3Gbps Hot Swap Hard Drive,http://www.serversuply.com//images/item/129794.jpg,IBM - 73GB 10000RPM 3GBPS SAS HOT-SWAP SFF 2.5-INCH HARD DRIVE (39R7391). ,IN STOCK,39R7391,129794,IBM,25,Refurbished,Sever Supply,"Detail overview
Ibm - 73gb 10000rpm 3gbps Sas Hot-swap Sff 2.5-inch Hard Drive.

Key Features :
Hdd Form Factor : 2.5-inch
Capacity : 73 Gb
Data Transfer Rate : 300 Mbps
Spindle Speed : 10000 Rpm

Technical Features :
Average Latency : 3 Ms
Hard Drive Interface : Sas 300


Condition : Refurbished.
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/Ultra320-68Pin/73GB-15000RPM/SEAGATE/ST373453LW_47585.htm,Home/HARD DRIVES/Ultra320-68Pin/73GB-15000RPM/ST373453LW, Seagate Cheetah ST373453LW 73GB 15K 15000RPM SCSI Ultra320 3.5&quot; HDD,http://www.serversuply.com//images/item/47585.jpg,SEAGATE ST373453LW CHEETAH 73.4GB 15000RPM 68PIN ULTRA320 SCSI HARD DISK DRIVE.   ,IN STOCK,ST373453LW,47585,SEAGATE,248,Refurbished,Sever Supply,"Detail overview
General Information
manufacturer: seagate Technology
manufacturer Part Number: st373453lw
manufacturer Website Address: www.seagate.com
product Line: cheetah
product Name: cheetah 15k.3 Hard Drive

Technical Information
storage Capacity: 73.4gb
rotational Speed: 15000 Rpm
buffer: 8mbytes

data Transfer Rate: 320mbps External Maximum

seek Time: 3.6 Ms Average Read Typical
seek Time: 4 Ms Average Write Typical
latency: 2 Ms Average

interfaces/ports: 68-pin Ultra320 Scsi Lvd - Scsi

mtbf: 1200000 Hours

Physical Characteristics
form Factor 3.5inch 1/3h Internal
dimensions 1inch Height X 4inch Width X 5.75inch Depth
weight 1.9 Lb

Condition : Refurbished.
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/Ultra320-68Pin/73GB-15000RPM/SEAGATE/ST373455LW_109271.htm,Home/HARD DRIVES/Ultra320-68Pin/73GB-15000RPM/ST373455LW, Seagate Cheetah ST373455LW 73.4GB 15000RPM SCSI Ultra320 3.5&quot; HDD,http://www.serversuply.com//images/item/109271.jpg,SEAGATE CHEETAH ST373455LW 73.4GB 15000RPM 68PIN ULTRA320 SCSI 16MB BUFFER 3.5 INCH LOW PROFILE HARD DISK DRIVE. IN STOCK ,IN STOCK,ST373455LW,109271,SEAGATE,333,Refurbished,Sever Supply,"Detail overview
General Information
Manufacturer: Seagate Technology
Manufacturer Part Number: St373455lw
Manufacturer Website Address: www.seagate.com
Product Line: cheetah
Product Name: cheetah 15k.5 Hard Drive

Technical Information
Storage Capacity: 73.4gb
Rotational Speed: 15000 Rpm
Buffer: 16mb

Seek Time: 3.50 Ms Average Read Typical
Seek Time: 4.0 Ms Average Write Typical
Latency: 2.0 Ms Average

Interfaces/ports: 1 X 68-pin Ultra320 Scsi


Physical Characteristics
Form Factor: 3.5 Inch 1/3h Internal
Dimensions: 1.03 Inch Height X 4.01 Inch Width X 5.79 Inch Depth
Weight: 1.85 Lb


Condition : Refurbished.
Availability : In Stock
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/Ultra320-68Pin/300GB-10000RPM/DELL/DC963_123710.htm,Home/HARD DRIVES/Ultra320-68Pin/300GB-10000RPM/DC963, Dell DC963 300GB 10K rpm U320 68Pin Hard Drive ,http://www.serversuply.com//images/item/123710.jpg,DELL DC963 300GB 10000 RPM ULTRA320 68 PIN SCSI HARD DRIVE. 8MB BUFFER 3.5 INCH LOW PROFILE(1.0 INCH). ,IN STOCK,DC963,123710,DELL,150,Refurbished,Sever Supply,"Detail overview
Technical Information
storage Capacity: 300gb
rotational Speed: 10000rpm
buffer : 8 Mbytes
data Transfer Rate: 320 Mbytes/sec
seek Time: 4.9 Ms Average Read Typical
seek Time: 5.4 Ms Average Write Typical
latency: 3.0 Ms Average
interfaces/ports: 80-pin Ultra320 Scsi Lvd
mtbf: 1400000 Hour(s)

Physical Characteristics
form Factor: 3.5 1/3h Internal Hot-swappable
dimensions: 1 Height X 4 Width X 5.75 Depth


Applications:
entry-level And Mid-range Servers
high-end Enterprise Workstations
direct Attached Storage (jbod/raid)
storage Area Networks (san) Storage
network Attached Storage (nas) Storage
data Warehousing And Data Streaming
infrastructure (print, Network, Web, Cache, Security, Portal)
collaboration (groupware, Email, E-learning, Messaging, Calendar)
application Development

Availability : In Stock.
Condition : Refurbished.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/Ultra320-68Pin/300GB-10000RPM/DELL/F5295_214273.htm,Home/HARD DRIVES/Ultra320-68Pin/300GB-10000RPM/F5295, Dell F5295 300GB 10K rpm U320 68Pin Hard Drive ,http://www.serversuply.com//images/item/214273.jpg,DELL F5295 300GB 10000 RPM ULTRA320 68 PIN SCSI HARD DISK DRIVE. 8MB BUFFER 3.5 INCH LOW PROFILE(1.0 INCH). ,IN STOCK,F5295,214273,DELL,150,Refurbished,Sever Supply,"Detail overview
Technical Information
storage Capacity: 300gb
rotational Speed: 10000rpm
buffer : 8 Mbytes
data Transfer Rate: 320 Mbytes/sec
seek Time: 4.9 Ms Average Read Typical
seek Time: 5.4 Ms Average Write Typical
latency: 3.0 Ms Average
interfaces/ports: 80-pin Ultra320 Scsi Lvd
mtbf: 1400000 Hour(s)

Physical Characteristics
form Factor: 3.5 1/3h Internal Hot-swappable
dimensions: 1 Height X 4 Width X 5.75 Depth


Applications:
entry-level And Mid-range Servers
high-end Enterprise Workstations
direct Attached Storage (jbod/raid)
storage Area Networks (san) Storage
network Attached Storage (nas) Storage
data Warehousing And Data Streaming
infrastructure (print, Network, Web, Cache, Security, Portal)
collaboration (groupware, Email, E-learning, Messaging, Calendar)
application Development

Availability : In Stock.
Condition : Refurbished
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SATA-II/500GB-7200RPM/WESTERN DIGITAL/WD5000AAVS_115630.htm,Home/HARD DRIVES/SATA-II/500GB-7200RPM/WD5000AAVS, WD Caviar WD5000AAVS 500GB 7200RPM SATA 3.0Gbps 8MB Cache 3.5&quot; HDD,http://www.serversuply.com//images/item/115630.jpg,WESTERN DIGITAL WD5000AAVS CAVIAR 500GB 7200RPM SATA-II 7PIN 8MB BUFFER 3.5INCH FORM FACTOR LOW PROFILE (1.0INCH HIGH) INTERNAL HARD DISK DRIVE. ,IN STOCK,WD5000AAVS,115630,WESTERN DIGITAL,70,Refurbished,Sever Supply,"Detail overview
Western Digital - Caviar 500gb 7200rpm Sata-ii 7pin 3.5inch Form Factor Low Profile (1.0inch High) 8mb Buffer Internal Hard Disk Drive (wd5000aavs).

Key Features :
Capacity : 500 Gb
Interface : Sata-ii
Drive Dimensions : 3.5 Inch
Spindle Speed : 7200 Rpm
Buffer : 8 Mb

Condition : Refurbished.
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/ATA - IDE/500GB-7200RPM/SEAGATE/ST3500630A_103490.htm,Home/HARD DRIVES/ATA - IDE/500GB-7200RPM/ST3500630A, Seagate Barracuda ST3500630A 500GB 7200RPM IDE ULTRA ATA100 3.5&quot; Hdd,http://www.serversuply.com//images/item/103490.jpg,SEAGATE ST3500630A BARRACUDA 500GB 7200RPM IDE ULTRA ATA100 16MB BUFFER 3.5INCH LOW PROFILE (1.0 INCH) INTERNAL HARD DISK DRIVE.  ,IN STOCK,ST3500630A,103490,SEAGATE,90,Refurbished,Sever Supply,"Detail overview
General Information
manufacturer: Seagate Technology
manufacturer Part Number: St3500630a
manufacturer Website Address: Www.seagate.com
product Line: Barracuda
product Name: Barracuda 7200.10 Hard Drive

Technical Information
storage Capacity: 500gb
rotational Speed: 7200 Rpm
buffer : 16mbytes

data Transfer Rate: 100mbps External Maximum Ultra Ata/100 (ata-6)

seek Time: 11.0 Ms Average Read Typical
seek Time: 12.0 Ms Average Write Typical
latency : 4.16 Ms Average

interfaces/ports: 1 X 40-pin Idc Ultra Ata/100 (ata-6) Ide/eide

mtbf: 700,000 Hours

Physical Characteristics
form Factor: 3.5 Inch 1/3h Internal
dimensions : 1.03 Inch Height X 4 Inch Width X 5.79 Inch Depth
weight : 22.4 Oz

Availability : In Stock.
Condition : Refurbished.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/ATA - IDE/500GB-7200RPM/WESTERN DIGITAL/WD5000AAKB_114000.htm,Home/HARD DRIVES/ATA - IDE/500GB-7200RPM/WD5000AAKB, WESTERN DIGITAL WD5000AAKB CAVIAR 500GB 7200RPM EIDE ULTRA ATA-100 40PIN 16MB BUFFER 3.5INCH LOW PROFILE (1.0 INCH) HARD DISK DRIVE. REFURBISHED. CALL.,http://www.serversuply.com//images/item/114000.jpg,WESTERN DIGITAL WD5000AAKB CAVIAR 500GB 7200RPM EIDE ULTRA ATA-100 40PIN 16MB BUFFER 3.5INCH LOW PROFILE (1.0 INCH) HARD DISK DRIVE. CALL.,IN STOCK,WD5000AAKB,114000,WESTERN DIGITAL,90,Refurbished,Sever Supply,"Detail overview
General Information:
Manufacturer: Western Digital Corporation
Manufacturer Website Address: Www.wdc.com

Manufacturer Part Number: Wd5000aakb
Product Line: Caviar Blue
Product Name: Wd Caviar Blue 500gb Desktop Hard Drive

Key Features :
Capacity : 500 Gb
Interface : Ide/ata
Drive Dimensions : 3.5 Inch
Spindle Speed : 7200 Rpm
Buffer : 16 Mb

Condition : Refurbished.
availability : Call.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/ATA - IDE/500GB-7200RPM/SEAGATE/ST3500841A_90100.htm,Home/HARD DRIVES/ATA - IDE/500GB-7200RPM/ST3500841A, Seagate Barracuda ST3500841A 500GB 7.2K IDE Ultra ATA100 3.5&quot; HDD,http://www.serversuply.com//images/item/90100.jpg,SEAGATE ST3500841A BARRACUDA 500GB 7200RPM IDE ULTRA ATA100 8MB BUFFER 3.5 INCH LOW PROFILE (1.0 INCH) HARD DISK DRIVE. CALL.,IN STOCK,ST3500841A,90100,SEAGATE,95,Refurbished,Sever Supply,"Detail overview
General Information
manufacturer: seagate Technology
manufacturer Part Number: st3500841a
manufacturer Website Address:www.seagate.com
product Line: barracuda
product Series: 7200.9
product Name: barracuda 7200.9 Hard Drive

Technical Information
storage Capacity: 500gb
platform Support : Pc

Drive Performance
data Transfer Rate: 100mbps External Maximum Ultra Ata/100 (ata-6)
rotational Speed: 7200 Rpm
buffer: 8mb

Interfaces/ports
interfaces/ports : 1 X 40-pin Idc Ultra Ata/100 (ata-6) Ide/eide

Physical Characteristics
form Factor: 3.5 Inch 1/3h Internal
dimensions: 1 Inch Height X 4 Inch Width X 5.8 Inch Depth

Condition : Refurbished.
availability : Call.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/ATA - IDE/500GB-7200RPM/SEAGATE/ST3500830A_103472.htm,Home/HARD DRIVES/ATA - IDE/500GB-7200RPM/ST3500830A, Seagate Barracuda ST3500830A 500GB 7200RPM IDE ULTRA ATA100 3.5&quot; HDD,http://www.serversuply.com//images/item/103472.jpg,SEAGATE ST3500830A BARRACUDA 500GB 7200RPM ULTRA ATA/100 8MB BUFFER 3.5 INCH INTERNAL HARD DISK DRIVE. ,IN STOCK,ST3500830A,103472,SEAGATE,95,Refurbished,Sever Supply,"Detail overview
General Information
manufacturer: seagate Technology
manufacturer Part Number: St3500830a
manufacturer Website Address: Www.seagate.com
product Line: barracuda 7200.10
product Name: barracuda 7200.10 Ultra Ata/100 500gb Hard Drive

Technical Information
storage Capacity: 500gb
rotational Speed: 7200 Rpm
buffer: 8mbytes

data Transfer Rate: 72 Mbytes/sec Sustained

seek Time: 11 Ms Average Read Typical
seek Time: 12 Ms Average Write Typical
latency: 4.16 Ms Average
interfaces/ports: 1 X Ultra Ata/100 (ata-6) Ide/eide


Physical Characteristics
form Factor: 3.5 Inch X 1/3 H
dimensions: 1.028 Inch Height X 4 Inch Width X 5.78 Inch Length


Condition : Refurbished.
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SATA-II/500GB-7200RPM/WESTERN DIGITAL/WD5000KS_90201.htm,Home/HARD DRIVES/SATA-II/500GB-7200RPM/WD5000KS, WESTERN DIGITAL WD5000KS CAVIAR SE16 500GB 7200RPM SATA-II 7PIN 16MB BUFFER 3.5 INCH FORM FACTOR LOW PROFILE (1.0 INCH) HARD DISK DRIVE. REFURBISHED. IN STOCK.,http://www.serversuply.com//images/item/90201.jpg,WESTERN DIGITAL WD5000KS CAVIAR SE16 500GB 7200RPM SATA-II 7PIN 16MB BUFFER 3.5 INCH FORM FACTOR LOW PROFILE (1.0 INCH) HARD DISK DRIVE. ,IN STOCK,WD5000KS,90201,WESTERN DIGITAL,75,Refurbished,Sever Supply,"Detail overview
General Information
manufacturer: western Digital Corporation
manufacturer Part Number: wd5000ks
manufacturer Website Address: www.wdc.com
product Line: caviar Se
product Name: caviar Se16 Hard Drive

Technical Information
storage Capacity: 500gb
platform Support : Pc

Drive Performance
data Transfer Rate: 300mbps External Maximum Serial Ata - Ii
data Transfer Rate: 748mbps Internal Maximum
rotational Speed: 7200 Rpm
buffer: 16mbytes

Interfaces/ports
interfaces/ports: 1 X 7-pin Serial Ata/300 Serial Ata

Physical Characteristics
form Factor: 3.5 Inch Internal
dimensions: 1.028 Inch Height X 4.00 Inch Width X 5.787 Inch Depth
weight: 1.32 Lb

Condition : Refurbished.
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SATA-II/500GB-7200RPM/WESTERN DIGITAL/WD5000BEKT_130648.htm,Home/HARD DRIVES/SATA-II/500GB-7200RPM/WD5000BEKT, WESTERN DIGITAL WD5000BEKT SCORPIO BLACK 500GB 7200RPM SATA-II 16MB BUFFER 7PIN 2.5INCH HARD DISK DRIVE WITH SHOCK GUARD. REFURBISHED. CALL.,http://www.serversuply.com//images/item/130648.jpg,WESTERN DIGITAL WD5000BEKT SCORPIO BLACK 500GB 7200RPM SATA-II 16MB BUFFER 7PIN 2.5INCH HARD DISK DRIVE WITH SHOCK GUARD. CALL.,IN STOCK,WD5000BEKT,130648,WESTERN DIGITAL,75,Refurbished,Sever Supply,"Detail overview
general Information:
manufacturer: Western Digital Corporation
manufacturer Website Address: Www.wdc.com

manufacturer Part Number: Wd5000bekt
product Line: Scorpio Black
product Name: Wd Scorpio Black 500gb Hard Drive

key Features :
capacity : 500 Gb
interface : Sata-ii
drive Dimensions : 2.5 Inch
spindle Speed : 7200 Rpm
buffer : 16mb
shock Guard: Enabled

drive Performance:
data Transfer Rate: 300mbps Maximum External

condition : Refurbished.
availability : Call.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SATA-II/500GB-7200RPM/SEAGATE/ST3500630AS_122817.htm,Home/HARD DRIVES/SATA-II/500GB-7200RPM/ST3500630AS, Seagate Barracuda ST3500630AS 500GB 7200RPM SATA 3Gb/s 3.5&quot; Ref HDD ,http://www.serversuply.com//images/item/122817.jpg,SEAGATE ST3500630AS BARRACUDA 500GB 7200 RPM SATA-II 16MB BUFFER 3.5 INCH LOW PROFILE (1.0 INCH) HARD DISK DRIVE. ,IN STOCK,ST3500630AS,122817,SEAGATE,65,Refurbished,Sever Supply,"Detail overview
General Information
manufacturer: seagate Technology
manufacturer Part Number: St3500630as
manufacturer Website Address: www.seagate.com
product Line: barracuda
product Name: barracuda 7200.10 Hard Drive

Technical Information
storage Capacity: 500gb
rotational Speed: 7200 Rpm
buffer : 16mbytes

data Transfer Rate: 300mbps External Maximum Serial Ata - Ii

seek Time: 8.5 Ms Average Read Typical
seek Time: 10 Ms Average Write Typical
latency: 4.16 Ms Average

interfaces/ports: 1 X 7-pin Serial Ata/300 Serial Ata

Physical Characteristics
form Factor: 3.5 Inch 1/3h Internal
dimensions: 1.03 Inch Height X 4 Inch Width X 5.79 Inch Depth
weight: 22.4 Oz

Condition : Refurbished.
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SATA-II/500GB-7200RPM/WESTERN DIGITAL/WD5001ABYS_116819.htm,Home/HARD DRIVES/SATA-II/500GB-7200RPM/WD5001ABYS, WESTERN DIGITAL WD5001ABYS RE2 500GB 7200RPM SATA-II 16MB BUFFER 3.5 INCH LOW PROFILE (1.0 INCH) HARD DISK DRIVE. REFURBISHED. IN STOCK.,http://www.serversuply.com//images/item/116819.jpg,WESTERN DIGITAL WD5001ABYS RE2 500GB 7200RPM SATA-II 16MB BUFFER 3.5 INCH LOW PROFILE (1.0 INCH) HARD DISK DRIVE. ,IN STOCK,WD5001ABYS,116819,WESTERN DIGITAL,58,Refurbished,Sever Supply,"Detail overview
General Information:
Manufacturer: Western Digital Corporation
Manufacturer Website Address: Www.wdc.com

Manufacturer Part Number: Wd5001abys
Product Line: Re2
Product Name: Wd Re2 500 Gb Enterprise Hard Drive

Key Features :
Capacity : 500 Gb
Interface : Sata-ii
Drive Dimensions : 3.5 Inch
Spindle Speed : 7200 Rpm
Buffer : 16 Mb


Drive Performance:

data Transfer Rate: 3 Gbit/sec External
data Transfer Rate: 85 Mbytes/sec Internal

Condition : Refurbished.
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SATA-II/300GB-10000RPM/WESTERN DIGITAL/WD3000BLFS_115535.htm,Home/HARD DRIVES/SATA-II/300GB-10000RPM/WD3000BLFS, WD VelociRaptor WD3000BLFS 300GB 10K RPM SATA-3Gb/s 2.5&quot; Ref HDD,http://www.serversuply.com//images/item/115535.jpg,WESTERN DIGITAL WD3000BLFS VELOCIRAPTOR 300GB 10000RPM SATA-II 7PIN 16MB BUFFER 2.5INCH HARD DISK DRIVE. ,IN STOCK,WD3000BLFS,115535,WESTERN DIGITAL,50,Refurbished,Sever Supply,"Detail overview
General Information:
Manufacturer: Western Digital Corporation
Manufacturer Website Address: Www.wdc.com

Manufacturer Part Number: Wd3000blfs
Product Line: Wd Velociraptor
Product Name: Wd Velociraptor 300gb Enterprise Hard Drive

Key Features :
Capacity : 300 Gb
Interface : Sata-ii
Drive Dimensions : 2.5 Inch
Spindle Speed : 10000 Rpm
Buffer : 16 Mb

Compatibility:
blade Servers
performance Enthusiast Systems
workstations
low-end Servers

Condition : Refurbished.
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SATA-II/400GB-7200RPM/WESTERN DIGITAL/WD4000YS_127565.htm,Home/HARD DRIVES/SATA-II/400GB-7200RPM/WD4000YS, WD RE2 WD4000YS 400GB 7200RPM SATA 3.0Gb/s 16MB Cache 3.5&quot; Hdd,http://www.serversuply.com//images/item/127565.jpg,WESTERN DIGITAL WD4000YS RE2 400GB 7200RPM SATA-II 16MB BUFFER 3.5INCH INTERNAL HARD DISK DRIVE. ,IN STOCK,WD4000YS,127565,WESTERN DIGITAL,50,Refurbished,Sever Supply,"Detail overview
general Information
manufacturer: western Digital Corporation
manufacturer Part Number: Wd4000ys
manufacturer Website Address: www.wdc.com
product Line: wd Raid Edition2

key Features
storage Capacity: 400gb
rotational Speed: 7200rpm
buffer: 16mb
interfaces/ports: Sata-ii


physical Characteristics
form Factor: 3.5 Inch X 1/3 H

condition : Refurbished.
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/ATA - IDE/160GB-7200RPM/WESTERN DIGITAL/WD1600BB_90212.htm,Home/HARD DRIVES/ATA - IDE/160GB-7200RPM/WD1600BB, WD Caviar WD1600BB 160GB 7.2K RPM ATA-100 3.5&quot; Internal HDD,http://www.serversuply.com//images/item/90212.jpg,WESTERN DIGITAL WD1600BB CAVIAR 160GB 7200RPM IDE ULTRA ATA100 40PIN 2MB BUFFER 3.5INCH LOW PROFILE (1.0 INCH) HARD DISK DRIVE. ,IN STOCK,WD1600BB,90212,WESTERN DIGITAL,50,Refurbished,Sever Supply,"Detail overview
Western Digital - Caviar 160gb 7200rpm 2mb Buffer 8.9 Ms Seek Time Ata/ide Ultra Dma 100 3.5inch Low Profile(1.0 Inch) Internal Hard Disk Drive.

Key Features :
Capacity : 160 Gb
Interface : Ide/ata
Drive Dimensions : 3.5 Inch
Spindle Speed : 7200 Rpm
Buffer : 2 Mb

Condition : Refurbished.
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/ATA - IDE/160GB-7200RPM/WESTERN DIGITAL/WD1600AAJB_128068.htm,Home/HARD DRIVES/ATA - IDE/160GB-7200RPM/WD1600AAJB, WESTERN DIGITAL WD1600AAJB CAVIAR 160GB 7200RPM IDE ULTRA ATA100 40PIN 8MB BUFFER 3.5INCH HARD DISK DRIVE. REFURBISHED. IN STOCK.,http://www.serversuply.com//images/item/128068.jpg,WESTERN DIGITAL WD1600AAJB CAVIAR 160GB 7200RPM IDE ULTRA ATA100 40PIN 8MB BUFFER 3.5INCH HARD DISK DRIVE. ,IN STOCK,WD1600AAJB,128068,WESTERN DIGITAL,50,Refurbished,Sever Supply,"Detail overview
General Information:
Manufacturer: Western Digital Corporation
Manufacturer Website Address: Www.wdc.com

Manufacturer Part Number: Wd1600aajb
Product Line: Caviar Blue
Product Name: Wd Caviar Blue 160gb Desktop Hard Drive

Key Features :
Capacity : 160 Gb
Interface : Ide/ata
Drive Dimensions : 3.5 Inch
Spindle Speed : 7200 Rpm
Buffer : 8 Mb

Condition : Refurbished.
availability : In Stock.
our Warranty : 30 Days."
